sector,reporter,partner,reporter_code,partner_code,value,year,flow
machinery,USA,Honduras,842,340,7328623052.208994,2022,export
machinery,USA,"China, Hong Kong SAR",842,344,31178021369.376305,2022,export
machinery,USA,Iraq,842,368,571945895.0613635,2022,export
machinery,USA,Ireland,842,372,10007604534.772013,2022,export
machinery,USA,Israel,842,376,23661358952.786396,2022,export
machinery,USA,Jamaica,842,388,3401399500.3809056,2022,export
machinery,USA,Japan,842,392,59137103038.40477,2022,export
machinery,USA,Jordan,842,400,1489389739.5856369,2022,export
machinery,USA,Rep. of Korea,842,410,44309530702.44799,2022,export
machinery,USA,Kuwait,842,414,846043126.3820189,2022,export
machinery,USA,Lebanon,842,422,745230245.1402469,2022,export
machinery,USA,Liberia,842,430,256055721.86026916,2022,export
machinery,USA,Luxembourg,842,442,983145420.1471928,2022,export
machinery,USA,Malta,842,470,58248344.40853954,2022,export
machinery,USA,Mauritius,842,480,37128439.61990169,2022,export
machinery,USA,Mongolia,842,496,94824837.69785577,2022,export
machinery,USA,Mozambique,842,508,284241220.4883382,2022,export
machinery,USA,Nicaragua,842,558,2573068092.5719337,2022,export
machinery,USA,Pakistan,842,586,2302597277.4320183,2022,export
machinery,USA,Panama,842,591,6655216923.073982,2022,export
machinery,USA,Paraguay,842,600,2348169985.853922,2022,export
machinery,USA,Poland,842,616,7734836762.36172,2022,export
machinery,USA,Portugal,842,620,3280056860.2960887,2022,export
machinery,USA,Romania,842,642,2118026072.0165174,2022,export
machinery,USA,Russian Federation,842,643,2119592166.627193,2022,export
machinery,USA,Saint Lucia,842,662,1013625916.0147196,2022,export
machinery,USA,Saint Vincent and the Grenadines,842,670,216191113.46321106,2022,export
machinery,USA,Saudi Arabia,842,682,13019011653.68686,2022,export
machinery,USA,Sierra Leone,842,694,167723120.44467533,2022,export
machinery,USA,Suriname,842,740,434151008.6019263,2022,export
machinery,USA,Sweden,842,752,7675108643.696404,2022,export
machinery,USA,Thailand,842,764,20825588954.154694,2022,export
machinery,USA,Türkiye,842,792,5501784320.807597,2022,export
machinery,USA,Turks and Caicos Isds,842,796,294567673.3341086,2022,export
machinery,USA,Ukraine,842,804,451524230.91066843,2022,export
machinery,USA,United Kingdom,842,826,48318109082.745255,2022,export
machinery,USA,United Rep. of Tanzania,842,834,340393905.38339555,2022,export
machinery,USA,Venezuela,842,862,477730597.02455115,2022,export
automotive,Australia,Argentina,36,32,559692827.4254234,2022,export
automotive,Australia,Bangladesh,36,50,2150869039.369729,2022,export
automotive,Australia,Fiji,36,242,228548818.263809,2022,export
automotive,Australia,France,36,251,2093635315.5648935,2022,export
automotive,Australia,"China, Hong Kong SAR",36,344,3990269337.623418,2022,export
automotive,Australia,Iceland,36,352,428791831.9465976,2022,export
automotive,Australia,Indonesia,36,360,11863713089.471888,2022,export
automotive,Australia,Jordan,36,400,194183288.37477005,2022,export
automotive,Australia,Mexico,36,484,427488881.0955588,2022,export
automotive,Australia,"Other Asia, nes",36,490,16749007179.66261,2022,export
automotive,Australia,Mozambique,36,508,415325969.04556406,2022,export
automotive,Australia,Pakistan,36,586,810786904.6732367,2022,export
automotive,Australia,Russian Federation,36,643,72492688.52232932,2022,export
automotive,Australia,Singapore,36,702,7521210667.685907,2022,export
automotive,Australia,Slovenia,36,705,193687060.48673874,2022,export
automotive,Australia,South Africa,36,710,1445790723.2377243,2022,export
automotive,Australia,Sweden,36,752,316256470.6507964,2022,export
automotive,Australia,Switzerland,36,757,2351852647.132256,2022,export
automotive,Australia,Türkiye,36,792,1617016083.8432562,2022,export
automotive,Australia,Bunkers,36,837,760663109.5555555,2022,export
automotive,Australia,"Areas, nes",36,899,46674587252.67761,2022,export
automotive,Brazil,Angola,76,24,391947383.8836669,2022,export
automotive,Brazil,Austria,76,40,35478564.70241566,2022,export
automotive,Brazil,Bahamas,76,44,325999877.8386345,2022,export
automotive,Brazil,Bangladesh,76,50,2915360780.8292217,2022,export
automotive,Brazil,Cameroon,76,120,156633728.50111163,2022,export
automotive,Brazil,Dem. Rep. of the Congo,76,180,242522393.73627526,2022,export
automotive,Brazil,Cuba,76,192,418016542.5970312,2022,export
automotive,Brazil,Denmark,76,208,301922781.93200153,2022,export
automotive,Brazil,Ecuador,76,218,588415805.3555984,2022,export
automotive,Brazil,Germany,76,276,10328948835.576403,2022,export
automotive,Brazil,Ghana,76,288,211789186.31652057,2022,export
automotive,Brazil,Gibraltar,76,292,148276016.81624958,2022,export
automotive,Brazil,Côte d'Ivoire,76,384,104488072.09053053,2022,export
automotive,Brazil,Kuwait,76,414,370513817.9581511,2022,export
automotive,Brazil,Lebanon,76,422,269605357.1969211,2022,export
automotive,Brazil,Malaysia,76,458,2080587067.5873752,2022,export
automotive,Brazil,Mexico,76,484,2948678864.561507,2022,export
automotive,Brazil,"Other Asia, nes",76,490,1494982886.61833,2022,export
automotive,Brazil,New Zealand,76,554,75084803.50142401,2022,export
automotive,Brazil,Nigeria,76,566,1141807373.6345174,2022,export
automotive,Brazil,Norway,76,579,1221208708.6638112,2022,export
automotive,Brazil,Marshall Isds,76,584,194383793.94715065,2022,export
automotive,Brazil,Pakistan,76,586,380681658.93353134,2022,export
automotive,Brazil,Philippines,76,608,1472436380.154766,2022,export
automotive,Brazil,Portugal,76,620,2470075919.4857483,2022,export
automotive,Brazil,Senegal,76,686,188122220.142289,2022,export
automotive,Brazil,India,76,699,7628770787.149837,2022,export
automotive,Brazil,Viet Nam,76,704,5427425484.183157,2022,export
automotive,Brazil,South Africa,76,710,642482257.8406385,2022,export
automotive,Brazil,Thailand,76,764,4272841824.7775784,2022,export
automotive,Brazil,Tunisia,76,788,320311284.76388854,2022,export
automotive,Canada,Argentina,124,32,402679824.5529636,2022,export
automotive,Canada,Bahamas,124,44,129597373.6302479,2022,export
automotive,Canada,Bahrain,124,48,43618263.22361635,2022,export
automotive,Canada,Bangladesh,124,50,1284273160.7688298,2022,export
automotive,Canada,Belgium,124,56,3820352392.8366003,2022,export
automotive,Canada,Chile,124,152,710238720.08881,2022,export
automotive,Canada,Costa Rica,124,188,103236368.70755014,2022,export
automotive,Canada,Denmark,124,208,199084264.71026486,2022,export
automotive,Canada,Ecuador,124,218,229347618.3356733,2022,export
automotive,Canada,Finland,124,246,426929564.1061284,2022,export
automotive,Canada,Ghana,124,288,53446106.02088502,2022,export
automotive,Canada,Greece,124,300,52361019.92476233,2022,export
automotive,Canada,Guatemala,124,320,219316288.05931717,2022,export
automotive,Canada,Iran,124,364,119987136.03323492,2022,export
automotive,Canada,Iraq,124,368,32034303.919704203,2022,export
automotive,Canada,Jamaica,124,388,191461261.21780515,2022,export
automotive,Canada,Latvia,124,428,306348602.6127448,2022,export
automotive,Canada,Lithuania,124,440,171425246.81948417,2022,export
automotive,Canada,Mexico,124,484,9141120409.851065,2022,export
automotive,Canada,Morocco,124,504,384681122.8622964,2022,export
automotive,Canada,Nigeria,124,566,174351735.32455683,2022,export
automotive,Canada,Pakistan,124,586,111408771.313745,2022,export
automotive,Canada,Philippines,124,608,1109322179.1652853,2022,export
automotive,Canada,Poland,124,616,1378846391.5040514,2022,export
automotive,Canada,Portugal,124,620,279272787.363536,2022,export
automotive,Canada,Russian Federation,124,643,130392510.32197034,2022,export
automotive,Canada,India,124,699,5136592615.2096815,2022,export
automotive,Canada,Viet Nam,124,704,154132719.3489948,2022,export
automotive,Canada,South Africa,124,710,546509108.1279024,2022,export
automotive,Canada,Thailand,124,764,288436811.3763716,2022,export
automotive,Canada,United Arab Emirates,124,784,644051302.8828925,2022,export
automotive,Canada,Tunisia,124,788,51916320.63039272,2022,export
automotive,Canada,Ukraine,124,804,98584940.54447548,2022,export
automotive,Canada,Egypt,124,818,348383979.00590205,2022,export
automotive,Canada,United Kingdom,124,826,11043035322.989578,2022,export
automotive,Canada,USA,124,842,238688843920.25894,2022,export
automotive,China,Argentina,156,32,18718358366.80637,2022,export
automotive,China,Bahamas,156,44,405840725.42859817,2022,export
automotive,China,Bahrain,156,48,566077256.551949,2022,export
automotive,China,Barbados,156,52,114886119.91329072,2022,export
automotive,China,Belgium,156,56,55288688241.81325,2022,export
automotive,China,Bhutan,156,64,47070848.232439525,2022,export
automotive,China,Bolivia (Plurinational State of),156,68,242266595.05568507,2022,export
automotive,China,Botswana,156,72,219624389.5200098,2022,export
automotive,China,Br. Virgin Isds,156,92,144019754.59467942,2022,export
automotive,China,Brunei Darussalam,156,96,1117011190.1888864,2022,export
automotive,China,Burundi,156,108,112450933.59279592,2022,export
automotive,China,Cameroon,156,120,4974320247.560336,2022,export
automotive,China,Canada,156,124,71028724374.93446,2022,export
automotive,China,Chad,156,148,240490506.31198877,2022,export
automotive,China,Chile,156,152,28465554908.01888,2022,export
automotive,China,Cyprus,156,196,1450471518.8640459,2022,export
automotive,China,Czechia,156,203,16274821690.75319,2022,export
automotive,China,Denmark,156,208,10640174666.507631,2022,export
automotive,China,Equatorial Guinea,156,226,95668514.91401441,2022,export
automotive,China,Ethiopia,156,231,703377403.9139863,2022,export
automotive,China,Eritrea,156,232,163097669.03410655,2022,export
automotive,China,Finland,156,246,919620562.5321932,2022,export
automotive,China,State of Palestine,156,275,177927164.31376797,2022,export
automotive,China,Guatemala,156,320,7243619061.630715,2022,export
automotive,China,Guinea,156,324,3508028630.356736,2022,export
automotive,China,Guyana,156,328,415630290.2336829,2022,export
automotive,China,"China, Hong Kong SAR",156,344,426723131303.2462,2022,export
automotive,China,Iceland,156,352,395993962.09745324,2022,export
automotive,China,Iran,156,364,6481610869.071258,2022,export
automotive,China,Iraq,156,368,12387203165.76271,2022,export
automotive,China,Israel,156,376,5746080849.805206,2022,export
automotive,China,Jamaica,156,388,868730759.3253446,2022,export
automotive,China,Japan,156,392,65054786022.64169,2022,export
automotive,China,Kazakhstan,156,398,24157438525.545612,2022,export
automotive,China,Kyrgyzstan,156,417,6829430578.951075,2022,export
automotive,China,Lebanon,156,422,2451800772.5401316,2022,export
automotive,China,"China, Macao SAR",156,446,1855625510.0117252,2022,export
automotive,China,Madagascar,156,450,2054331347.723627,2022,export
automotive,China,Malawi,156,454,88985554.89322613,2022,export
automotive,China,Malaysia,156,458,67365364394.0163,2022,export
automotive,China,Malta,156,470,1731394053.0290475,2022,export
automotive,China,"Other Asia, nes",156,490,104252973772.58784,2022,export
automotive,China,Mongolia,156,496,2582548165.8380213,2022,export
automotive,China,Mozambique,156,508,983338298.7481728,2022,export
automotive,China,Niger,156,562,457943785.60816926,2022,export
automotive,China,Nigeria,156,566,23795352947.037716,2022,export
automotive,China,Pakistan,156,586,17276593483.421757,2022,export
automotive,China,Papua New Guinea,156,598,452455089.21625996,2022,export
automotive,China,Paraguay,156,600,2371915946.6611648,2022,export
automotive,China,Peru,156,604,7188770851.729382,2022,export
automotive,China,Poland,156,616,17145142884.519728,2022,export
automotive,China,Timor-Leste,156,626,186708178.426793,2022,export
automotive,China,Qatar,156,634,2013688926.9426403,2022,export
automotive,China,Rwanda,156,646,637518765.1967931,2022,export
automotive,China,Saudi Arabia,156,682,24911963902.23771,2022,export
automotive,China,Senegal,156,686,2339303334.593308,2022,export
automotive,China,Serbia,156,688,2399210931.8917804,2022,export
automotive,China,Sierra Leone,156,694,253149708.31983396,2022,export
automotive,China,India,156,699,119281887265.49052,2022,export
automotive,China,Singapore,156,702,21672222684.87718,2022,export
automotive,China,Viet Nam,156,704,60286383471.20634,2022,export
automotive,China,Somalia,156,706,1186067517.4578917,2022,export
automotive,China,Zimbabwe,156,716,1292268560.8587327,2022,export
automotive,China,South Sudan,156,728,203307264.4281275,2022,export
automotive,China,Sudan,156,729,3034359091.1702847,2022,export
automotive,China,Suriname,156,740,368812223.656279,2022,export
automotive,China,Sweden,156,752,5094411086.911444,2022,export
automotive,China,Syria,156,760,607338758.4173306,2022,export
automotive,China,Türkiye,156,792,22016931718.15436,2022,export
automotive,China,Turkmenistan,156,795,1119294130.5194361,2022,export
automotive,China,North Macedonia,156,807,323784849.13360727,2022,export
automotive,China,Burkina Faso,156,854,834268386.007831,2022,export
automotive,China,Uruguay,156,858,1891931966.7125523,2022,export
automotive,China,Venezuela,156,862,2189938692.916918,2022,export
automotive,China,Samoa,156,882,122968375.81874563,2022,export
automotive,France,Azerbaijan,251,31,384768638.20796967,2022,export
automotive,France,Austria,251,40,8345313992.175101,2022,export
automotive,France,Bulgaria,251,100,298155580.08413684,2022,export
automotive,France,Cameroon,251,120,1083585081.657116,2022,export
automotive,France,Chile,251,152,1081559333.7780802,2022,export
automotive,France,China,251,156,23037570066.88555,2022,export
automotive,France,Congo,251,178,491935365.67128456,2022,export
automotive,France,Benin,251,204,416610319.04005337,2022,export
automotive,France,Dominican Rep.,251,214,196848800.67534813,2022,export
automotive,France,Ecuador,251,218,169694394.69451672,2022,export
automotive,France,Ethiopia,251,231,504756363.1168349,2022,export
automotive,France,Finland,251,246,868793603.849828,2022,export
automotive,France,French Polynesia,251,258,1181443097.6980639,2022,export
automotive,France,Gabon,251,266,317199616.3547179,2022,export
automotive,France,Georgia,251,268,373541177.59570277,2022,export
automotive,France,Germany,251,276,101002728018.97746,2022,export
automotive,France,Gibraltar,251,292,783404666.1467513,2022,export
automotive,France,"China, Hong Kong SAR",251,344,2830737236.1729703,2022,export
automotive,France,Indonesia,251,360,433084022.39754105,2022,export
automotive,France,Israel,251,376,3149688806.459393,2022,export
automotive,France,Kenya,251,404,81133697.55966517,2022,export
automotive,France,Libya,251,434,334236117.1857251,2022,export
automotive,France,Madagascar,251,450,574526592.2743704,2022,export
automotive,France,Mauritania,251,478,271499136.09666485,2022,export
automotive,France,Mauritius,251,480,575314487.283365,2022,export
automotive,France,"Other Asia, nes",251,490,1561450127.1063402,2022,export
automotive,France,Oman,251,512,110781476.28669485,2022,export
automotive,France,Netherlands,251,528,23664861491.563038,2022,export
automotive,France,"Other Europe, nes",251,568,1489402225.776886,2022,export
automotive,France,"Other Africa, nes",251,577,167085135.03879654,2022,export
automotive,France,Norway,251,579,2913253164.5483336,2022,export
automotive,France,Qatar,251,634,1079462545.893447,2022,export
automotive,France,Romania,251,642,4034553687.667398,2022,export
automotive,France,Saudi Arabia,251,682,3340420375.1930637,2022,export
automotive,France,Slovakia,251,703,3994859688.2361197,2022,export
automotive,France,Slovenia,251,705,1050061124.213488,2022,export
automotive,France,South Africa,251,710,3202916552.8292847,2022,export
automotive,France,Switzerland,251,757,35302966638.752655,2022,export
automotive,France,Thailand,251,764,2326346509.315968,2022,export
automotive,France,United Arab Emirates,251,784,5099157635.148757,2022,export
automotive,France,Türkiye,251,792,11557982198.327938,2022,export
automotive,France,Ukraine,251,804,1388856414.369546,2022,export
automotive,France,Egypt,251,818,511026975.71491575,2022,export
automotive,France,Bunkers,251,837,3481626511.2786884,2022,export
automotive,France,Uzbekistan,251,860,103769233.46980156,2022,export
automotive,Germany,Albania,276,8,880431512.6599898,2022,export
automotive,Germany,Argentina,276,32,2489137376.6499577,2022,export
automotive,Germany,Bangladesh,276,50,1952315910.9427316,2022,export
automotive,Germany,Armenia,276,51,1115831780.072865,2022,export
automotive,Germany,Bosnia Herzegovina,276,70,737954892.5708586,2022,export
automotive,Germany,Brazil,276,76,31395366886.94431,2022,export
automotive,Germany,Bulgaria,276,100,3968138281.5870724,2022,export
automotive,Germany,Canada,276,124,16612670997.265278,2022,export
automotive,Germany,Sri Lanka,276,144,632415242.0241295,2022,export
automotive,Germany,China,276,156,227633180032.7594,2022,export
automotive,Germany,Costa Rica,276,188,976956854.781342,2022,export
automotive,Germany,Croatia,276,191,11681308166.36927,2022,export
automotive,Germany,Cuba,276,192,128791417.77497238,2022,export
automotive,Germany,Czechia,276,203,127288825113.247,2022,export
automotive,Germany,Denmark,276,208,46345627073.30418,2022,export
automotive,Germany,El Salvador,276,222,406891613.8163671,2022,export
automotive,Germany,Ethiopia,276,231,284875236.2400373,2022,export
automotive,Germany,State of Palestine,276,275,93593600.51813917,2022,export
automotive,Germany,Honduras,276,340,409609685.8477789,2022,export
automotive,Germany,Iceland,276,352,867836907.8364081,2022,export
automotive,Germany,Iran,276,364,3569302914.216414,2022,export
automotive,Germany,Iraq,276,368,590086025.4507654,2022,export
automotive,Germany,Italy,276,380,108574550896.64116,2022,export
automotive,Germany,Kazakhstan,276,398,8723527526.043312,2022,export
automotive,Germany,Rep. of Korea,276,410,30862053516.072746,2022,export
automotive,Germany,Kuwait,276,414,1617688102.55964,2022,export
automotive,Germany,Libya,276,434,898240112.6728203,2022,export
automotive,Germany,Luxembourg,276,442,15344136710.185415,2022,export
automotive,Germany,Malaysia,276,458,8295830841.227958,2022,export
automotive,Germany,"Other Asia, nes",276,490,8463479172.054739,2022,export
automotive,Germany,Mongolia,276,496,432321134.57292986,2022,export
automotive,Germany,Rep. of Moldova,276,498,577564931.5354877,2022,export
automotive,Germany,Oman,276,512,926540358.6537775,2022,export
automotive,Germany,New Zealand,276,554,2799075643.751332,2022,export
automotive,Germany,Pakistan,276,586,807689295.2962193,2022,export
automotive,Germany,Panama,276,591,832205368.1090838,2022,export
automotive,Germany,Paraguay,276,600,330772669.80904055,2022,export
automotive,Germany,Peru,276,604,1152242658.1185207,2022,export
automotive,Germany,Qatar,276,634,628313919.0264392,2022,export
automotive,Germany,Singapore,276,702,13489080609.272646,2022,export
automotive,Germany,Slovakia,276,703,49152170700.0941,2022,export
automotive,Germany,Viet Nam,276,704,7920280607.176158,2022,export
automotive,Germany,Slovenia,276,705,14608051347.890242,2022,export
automotive,Germany,Sudan,276,729,142849684.45362645,2022,export
automotive,Germany,Tunisia,276,788,758708241.0520247,2022,export
automotive,Germany,Turkmenistan,276,795,234364592.39437965,2022,export
automotive,Germany,Ukraine,276,804,6915002335.87462,2022,export
automotive,Germany,United Rep. of Tanzania,276,834,578830572.7463055,2022,export
automotive,India,Botswana,699,72,102694604.78919843,2022,export
automotive,India,China,699,156,6112676421.850315,2022,export
automotive,India,Congo,699,178,119658870.18497433,2022,export
automotive,India,Costa Rica,699,188,242898188.08189854,2022,export
automotive,India,Denmark,699,208,1534089987.519685,2022,export
automotive,India,Dominican Rep.,699,214,359779600.38892233,2022,export
automotive,India,Ecuador,699,218,594855430.8621813,2022,export
automotive,India,Finland,699,246,390632637.9626471,2022,export
automotive,India,Georgia,699,268,388614234.06657135,2022,export
automotive,India,Gambia,699,270,48553224.08580657,2022,export
automotive,India,Gibraltar,699,292,336374942.8420102,2022,export
automotive,India,Hungary,699,348,235389756.65309167,2022,export
automotive,India,Iraq,699,368,931353351.0077552,2022,export
automotive,India,Ireland,699,372,198272106.53181592,2022,export
automotive,India,Kenya,699,404,4987216207.876809,2022,export
automotive,India,Rep. of Korea,699,410,7563719435.394054,2022,export
automotive,India,Kuwait,699,414,662635966.9277421,2022,export
automotive,India,Liberia,699,430,86535868.82788643,2022,export
automotive,India,Madagascar,699,450,448319619.3122519,2022,export
automotive,India,Malawi,699,454,36367695.69396148,2022,export
automotive,India,Malaysia,699,458,3515446962.7476225,2022,export
automotive,India,Maldives,699,462,671429282.3525553,2022,export
automotive,India,Mauritania,699,478,37545736.30739861,2022,export
automotive,India,Mexico,699,484,2587607605.945909,2022,export
automotive,India,Nepal,699,524,3356076830.291243,2022,export
automotive,India,Nigeria,699,566,7117700640.248538,2022,export
automotive,India,Norway,699,579,159267968.6563464,2022,export
automotive,India,Paraguay,699,600,149033741.47128958,2022,export
automotive,India,Peru,699,604,408281257.2676514,2022,export
automotive,India,Portugal,699,620,559804832.3120753,2022,export
automotive,India,Romania,699,642,222160666.4852769,2022,export
automotive,India,Russian Federation,699,643,4881751248.196461,2022,export
automotive,India,Rwanda,699,646,196837886.21396753,2022,export
automotive,India,Slovakia,699,703,309116098.6281561,2022,export
automotive,India,South Africa,699,710,3789475403.5417333,2022,export
automotive,India,Sudan,699,729,1787390955.36388,2022,export
automotive,India,Switzerland,699,757,1316516355.730443,2022,export
automotive,India,Syria,699,760,88543696.54815939,2022,export
automotive,India,Egypt,699,818,6192304296.670628,2022,export
automotive,India,United Rep. of Tanzania,699,834,1115669520.1746244,2022,export
automotive,India,Burkina Faso,699,854,238868263.30774075,2022,export
automotive,India,Venezuela,699,862,288997721.6970358,2022,export
automotive,Italy,Australia,380,36,6504377018.56238,2022,export
automotive,Italy,Bulgaria,380,100,5329148169.871688,2022,export
automotive,Italy,China,380,156,19380251062.27175,2022,export
automotive,Italy,Colombia,380,170,625290179.8608408,2022,export
automotive,Italy,Czechia,380,203,15005717616.703577,2022,export
automotive,Italy,Estonia,380,233,888065684.3954057,2022,export
automotive,Italy,Finland,380,246,1185986042.884248,2022,export
automotive,Italy,France,380,251,76091696181.43483,2022,export
automotive,Italy,Greece,380,300,2916970275.523482,2022,export
automotive,Italy,Guinea,380,324,102721003.1947551,2022,export
automotive,Italy,Honduras,380,340,113231975.75008018,2022,export
automotive,Italy,"China, Hong Kong SAR",380,344,3994889264.6106515,2022,export
automotive,Italy,Indonesia,380,360,830490690.4628497,2022,export
automotive,Italy,Iraq,380,368,405847716.04066515,2022,export
automotive,Italy,Israel,380,376,3614147085.791099,2022,export
automotive,Italy,Côte d'Ivoire,380,384,323809991.8987513,2022,export
automotive,Italy,Japan,380,392,4133672336.0657244,2022,export
automotive,Italy,Kenya,380,404,303484912.2048654,2022,export
automotive,Italy,Latvia,380,428,993965301.5456951,2022,export
automotive,Italy,"China, Macao SAR",380,446,239687615.0992611,2022,export
automotive,Italy,Malaysia,380,458,1386893251.405083,2022,export
automotive,Italy,Malta,380,470,1441558777.483807,2022,export
automotive,Italy,Mauritius,380,480,45385088.62640727,2022,export
automotive,Italy,Montenegro,380,499,541059778.2740383,2022,export
automotive,Italy,Namibia,380,516,47702435.00290314,2022,export
automotive,Italy,Nigeria,380,566,1080528740.5677588,2022,export
automotive,Italy,Norway,380,579,2971445534.5540495,2022,export
automotive,Italy,Pakistan,380,586,876458251.0582778,2022,export
automotive,Italy,Peru,380,604,947369594.4991105,2022,export
automotive,Italy,Portugal,380,620,7909756014.68133,2022,export
automotive,Italy,Saudi Arabia,380,682,3591196305.537355,2022,export
automotive,Italy,India,380,699,1560225994.3871956,2022,export
automotive,Italy,Singapore,380,702,2663995702.9746346,2022,export
automotive,Italy,Slovakia,380,703,5183301051.499546,2022,export
automotive,Italy,South Africa,380,710,2405526139.8575606,2022,export
automotive,Italy,Trinidad and Tobago,380,780,647980156.7271281,2022,export
automotive,Italy,Ukraine,380,804,802664670.42013,2022,export
automotive,Italy,North Macedonia,380,807,314511450.7052886,2022,export
automotive,Italy,Bunkers,380,837,6593123004.508519,2022,export
automotive,Italy,USA,380,842,26454743392.714916,2022,export
automotive,Japan,Algeria,392,12,371709706.32479155,2022,export
automotive,Japan,Argentina,392,32,2450957938.6913466,2022,export
automotive,Japan,Austria,392,40,1265538443.488507,2022,export
automotive,Japan,Bahrain,392,48,1037736267.7716457,2022,export
automotive,Japan,Bangladesh,392,50,6880332832.019172,2022,export
automotive,Japan,Belgium,392,56,13625567746.895573,2022,export
automotive,Japan,Brazil,392,76,11021118283.937162,2022,export
automotive,Japan,Sri Lanka,392,144,205608246.63380355,2022,export
automotive,Japan,Costa Rica,392,188,454315066.9178839,2022,export
automotive,Japan,Cyprus,392,196,397007607.72867113,2022,export
automotive,Japan,Denmark,392,208,926039459.4194862,2022,export
automotive,Japan,El Salvador,392,222,427794036.52650666,2022,export
automotive,Japan,Estonia,392,233,501118279.8102532,2022,export
automotive,Japan,Germany,392,276,46637174491.46466,2022,export
automotive,Japan,Ghana,392,288,102092624.52315533,2022,export
automotive,Japan,Gibraltar,392,292,315129087.4227041,2022,export
automotive,Japan,Greece,392,300,805675213.197437,2022,export
automotive,Japan,"China, Hong Kong SAR",392,344,37254414826.32595,2022,export
automotive,Japan,Hungary,392,348,3233710650.537176,2022,export
automotive,Japan,Indonesia,392,360,29604236474.186142,2022,export
automotive,Japan,Ireland,392,372,4771481819.672431,2022,export
automotive,Japan,Italy,392,380,3011958729.8775077,2022,export
automotive,Japan,Kazakhstan,392,398,1931525430.9605322,2022,export
automotive,Japan,Jordan,392,400,1143396759.7047877,2022,export
automotive,Japan,Kenya,392,404,2039744427.2679298,2022,export
automotive,Japan,Rep. of Korea,392,410,42759241602.354324,2022,export
automotive,Japan,Lao People's Dem. Rep.,392,418,285586891.4901116,2022,export
automotive,Japan,"China, Macao SAR",392,446,1003094386.9071809,2022,export
automotive,Japan,Malta,392,470,113466571.79422188,2022,export
automotive,Japan,Mauritius,392,480,263640799.92117834,2022,export
automotive,Japan,"Other Asia, nes",392,490,106572346387.98872,2022,export
automotive,Japan,Morocco,392,504,452419827.8514876,2022,export
automotive,Japan,New Zealand,392,554,7978036503.331682,2022,export
automotive,Japan,Peru,392,604,445305566.7219235,2022,export
automotive,Japan,Romania,392,642,486375505.7804535,2022,export
automotive,Japan,Russian Federation,392,643,4669466838.83167,2022,export
automotive,Japan,Saudi Arabia,392,682,14505789058.622793,2022,export
automotive,Japan,Singapore,392,702,37013944029.82638,2022,export
automotive,Japan,Slovakia,392,703,296790915.14714307,2022,export
automotive,Japan,Slovenia,392,705,249973706.79297277,2022,export
automotive,Japan,South Africa,392,710,5421627034.266403,2022,export
automotive,Japan,Switzerland,392,757,5935476200.28772,2022,export
automotive,Japan,Thailand,392,764,88268266461.5187,2022,export
automotive,Japan,United Arab Emirates,392,784,6718610026.837443,2022,export
automotive,Japan,Türkiye,392,792,3616452210.5357046,2022,export
automotive,Japan,USA,392,842,280508957554.34186,2022,export
automotive,Mexico,Bolivia (Plurinational State of),484,68,83672148.75736791,2022,export
automotive,Mexico,Canada,484,124,14890560148.776098,2022,export
automotive,Mexico,Colombia,484,170,3155652161.7125916,2022,export
automotive,Mexico,Czechia,484,203,87651450.37984772,2022,export
automotive,Mexico,Dominican Rep.,484,214,780022193.2779968,2022,export
automotive,Mexico,Ecuador,484,218,494794012.6550153,2022,export
automotive,Mexico,El Salvador,484,222,1356809087.5077884,2022,export
automotive,Mexico,Guyana,484,328,77802410.05165951,2022,export
automotive,Mexico,Hungary,484,348,528677058.2723262,2022,export
automotive,Mexico,Indonesia,484,360,117242488.56527291,2022,export
automotive,Mexico,Israel,484,376,163075721.4883986,2022,export
automotive,Mexico,"Other Asia, nes",484,490,3553751559.2283945,2022,export
automotive,Mexico,Nicaragua,484,558,481177555.1342406,2022,export
automotive,Mexico,Panama,484,591,640532395.7824831,2022,export
automotive,Mexico,India,484,699,823434727.4168342,2022,export
automotive,Mexico,South Africa,484,710,59384006.14155697,2022,export
automotive,Mexico,Switzerland,484,757,2183752017.3079767,2022,export
automotive,Mexico,United Kingdom,484,826,1607613112.7357123,2022,export
automotive,Mexico,Uruguay,484,858,94833181.65415396,2022,export
automotive,Netherlands,Angola,528,24,570443777.3615785,2022,export
automotive,Netherlands,Armenia,528,51,57285444.96644553,2022,export
automotive,Netherlands,Belgium,528,56,36715016683.11717,2022,export
automotive,Netherlands,Belarus,528,112,168390452.72865567,2022,export
automotive,Netherlands,Cayman Isds,528,136,722980669.7971911,2022,export
automotive,Netherlands,Colombia,528,170,1056619456.112324,2022,export
automotive,Netherlands,Dem. Rep. of the Congo,528,180,168747423.88943517,2022,export
automotive,Netherlands,Estonia,528,233,796505264.2114643,2022,export
automotive,Netherlands,Faeroe Isds,528,234,37477861.854094304,2022,export
automotive,Netherlands,Ghana,528,288,1643546813.1717687,2022,export
automotive,Netherlands,Gibraltar,528,292,1028610702.0660313,2022,export
automotive,Netherlands,Guinea,528,324,747982634.0127089,2022,export
automotive,Netherlands,Iran,528,364,286693168.36095405,2022,export
automotive,Netherlands,Italy,528,380,15474567636.7476,2022,export
automotive,Netherlands,Côte d'Ivoire,528,384,85173175.37590027,2022,export
automotive,Netherlands,Japan,528,392,8765287623.03079,2022,export
